//HSK 2012-2017/Level 1
硕士[碩士]	shuo4shi4
死[死]	si3
速度[速度]	su4du4
塑料袋[塑料袋]	su4liao4dai4
酸[酸]	suan1
随便[隨便]	sui2bian4
随着[隨著]	sui2zhe5
孙子[孫子]	sun1zi5
所有[所有]	suo3you3
台[臺]	tai2
抬[抬]	tai2
态度[態度]	tai4du5
谈[談]	tan2
弹钢琴[彈鋼琴]	tan2gang1qin2
汤[湯]	tang1
糖[糖]	tang2
躺[躺]	tang3
趟[趟]	tang4
讨论[討論]	tao3lun4
讨厌[討厭]	tao3yan4
特点[特點]	te4dian3
提[提]	ti2
提供[提供]	ti2gong1
提前[提前]	ti2qian2
提醒[提醒]	ti2xing3
填空[填空]	tian2kong4
条件[條件]	tiao2jian4
停[停]	ting2
挺[挺]	ting3
通过[通過]	tong1guo4
通知[通知]	tong1zhi1
同情[同情]	tong2qing2
同时[同時]	tong2shi2
推[推]	tui1
推迟[推遲]	tui1chi2
脱[脫]	tuo1
袜子[襪子]	wa4zi5
完全[完全]	wan2quan2
网球[網球]	wang3qiu2
网站[網站]	wang3zhan4
往往[往往]	wang3wang3
危险[危險]	wei1xian3
卫生间[衛生間]	wei4sheng1jian1
味道[味道]	wei4dao5
温度[溫度]	wen1du4
文章[文章]	wen2zhang1
污染[污染]	wu1ran3
无[無]	wu2
无聊[無聊]	wu2liao2
无论[無論]	wu2lun4
误会[誤會]	wu4hui4
西红柿[西紅柿]	xi1hong2shi4
吸引[吸引]	xi1yin3
咸[鹹]	xian2
现金[現金]	xian4jin1
羡慕[羨慕]	xian4mu4
相反[相反]	xiang1fan3
相同[相同]	xiang1tong2
香[香]	xiang1
详细[詳細]	xiang2xi4
响[響]	xiang3
橡皮[橡皮]	xiang4pi2
消息[消息]	xiao1xi5
小吃[小吃]	xiao3chi1
小伙子[小伙子]	xiao3huo3zi5
小说[小說]	xiao3shuo1
笑话[笑話]	xiao4hua5
效果[效果]	xiao4guo3
心情[心情]	xin1qing2
辛苦[辛苦]	xin1ku3
信封[信封]	xin4feng1
信息[信息]	xin4xi1
信心[信心]	xin4xin1
兴奋[興奮]	xing1fen4
行[行]	xing2
醒[醒]	xing3
幸福[幸福]	xing4fu2
性别[性別]	xing4bie2
性格[性格]	xing4ge2
修理[修理]	xiu1li3
许多[許多]	xu3duo1
学期[學期]	xue2qi1
压力[壓力]	ya1li4
呀[呀]	ya1
牙膏[牙膏]	ya2gao1
亚洲[亞洲]	Ya4zhou1
严格[嚴格]	yan2ge2
严重[嚴重]	yan2zhong4
研究[研究]	yan2jiu1
盐[鹽]	yan2
眼镜[眼鏡]	yan3jing4
演出[演出]	yan3chu1
演员[演員]	yan3yuan2
阳光[陽光]	yang2guang1
养成[養成]	yang3cheng2
样子[樣子]	yang4zi5
邀请[邀請]	yao1qing3
要是[要是]	yao4shi5
钥匙[鑰匙]	yao4shi5
也许[也許]	ye3xu3
叶子[葉子]	ye4zi5
页[頁]	ye4
一切[一切]	yi1qie4
以[以]	yi3
以为[以為]	yi3wei2
艺术[藝術]	yi4shu4
意见[意見]	yi4jian4
因此[因此]	yin1ci3
引起[引起]	yin3qi3
印象[印象]	yin4xiang4
赢[贏]	ying2
应聘[應聘]	ying4pin4
永远[永遠]	yong3yuan3
勇敢[勇敢]	yong3gan3
优点[優點]	you1dian3
优秀[優秀]	you1xiu4
幽默[幽默]	you1mo4
尤其[尤其]	you2qi2
由[由]	you2
由于[由於]	you2yu2
邮局[郵局]	you2ju2
友好[友好]	you3hao3
友谊[友誼]	you3yi4
有趣[有趣]	you3qu4
于是[於是]	yu2shi4
愉快[愉快]	yu2kuai4
与[與]	yu3
羽毛球[羽毛球]	yu3mao2qiu2
语法[語法]	yu3fa3
语言[語言]	yu3yan2
预习[預習]	yu4xi2
原来[原來]	yuan2lai2
原谅[原諒]	yuan2liang4
原因[原因]	yuan2yin1
约会[約會]	yue1hui4
阅读[閱讀]	yue4du2
云[雲]	yun2
允许[允許]	yun3xu3
杂志[雜志]	za2zhi4
咱们[咱們]	zan2men5
暂时[暫時]	zan4shi2
脏[髒]	zang1
责任[責任]	ze2ren4
增加[增加]	zeng1jia1
占线[占線]	zhan4xian4
招聘[招聘]	zhao1pin4
照[照]	zhao4
真正[真正]	zhen1zheng4
整理[整理]	zheng3li3
正常[正常]	zheng4chang2
正好[正好]	zheng4hao3
正确[正確]	zheng4que4
正式[正式]	zheng4shi4
证明[證明]	zheng4ming2
之[之]	zhi1
支持[支持]	zhi1chi2
知识[知識]	zhi1shi5
直接[直接]	zhi2jie1
值得[值得]	zhi2de5
职业[職業]	zhi2ye4
植物[植物]	zhi2wu4
只好[只好]	zhi3hao3
只要[只要]	zhi3yao4
指[指]	zhi3
至少[至少]	zhi4shao3
质量[質量]	zhi4liang4
重[重]	zhong4
重点[重點]	zhong4dian3
重视[重視]	zhong4shi4
周围[周圍]	zhou1wei2
主意[主意]	zhu3yi5
祝贺[祝賀]	zhu4he4
著名[著名]	zhu4ming2
专门[專門]	zhuan1men2
专业[專業]	zhuan1ye4
转[轉]	zhuan3
赚[賺]	zhuan4
准确[準確]	zhun3que4
准时[準時]	zhun3shi2
仔细[仔細]	zi3xi4
自然[自然]	zi4ran2
自信[自信]	zi4xin4
总结[總結]	zong3jie2
租[租]	zu1
最好[最好]	zui4hao3
尊重[尊重]	zun1zhong4
左右[左右]	zuo3you4
作家[作家]	zuo4jia1
作用[作用]	zuo4yong4
作者[作者]	zuo4zhe3
座[座]	zuo4
座位[座位]	zuo4wei4
// HSK 2012-2017/Level 5
哎[哎]	ai1
唉[唉]	ai4
爱护[愛護]	ai4hu4
爱惜[愛惜]	ai4xi1
爱心[愛心]	ai4xin1
安慰[安慰]	an1wei4
安装[安裝]	an1zhuang1
岸[岸]	an4
暗[暗]	an4
熬夜[熬夜]	ao2ye4
把握[把握]	ba3wo4
摆[擺]	bai3
办理[辦理]	ban4li3
傍晚[傍晚]	bang4wan3
包裹[包裹]	bao1guo3
包含[包含]	bao1han2
包括[包括]	bao1kuo4
薄[薄]	bao2
宝贝[寶貝]	bao3bei4
宝贵[寶貴]	bao3gui4
保持[保持]	bao3chi2
保存[保存]	bao3cun2
保留[保留]	bao3liu2
保险[保險]	bao3xian3
报到[報到]	bao4dao4
报道[報道]	bao4dao4
报告[報告]	bao4gao4
报社[報社]	bao4she4
抱怨[抱怨]	bao4yuan4
背[背]	bei4
悲观[悲觀]	bei1guan1
背景[背景]	bei4jing3
被子[被子]	bei4zi5
本科[本科]	ben3ke1
本领[本領]	ben3ling3
本质[本質]	ben3zhi4
比例[比例]	bi3li4
彼此[彼此]	bi3ci3
必然[必然]	bi4ran2
必要[必要]	bi4yao4
毕竟[畢竟]	bi4jing4
避免[避免]	bi4mian3
编辑[編輯]	bian1ji2
鞭炮[鞭炮]	bian1pao4
便[便]	bian4
辩论[辯論]	bian4lun4
标点[標點]	biao1dian3
标志[標志]	biao1zhi4
表达[表達]	biao3da2
表面[表面]	biao3mian4
表明[表明]	biao3ming2
表情[表情]	biao3qing2
表现[表現]	biao3xian4
冰激凌[冰激淩]	bing1ji1ling2
病毒[病毒]	bing4du2
玻璃[玻璃]	bo1li5
播放[播放]	bo1fang4
脖子[脖子]	bo2zi5
博物馆[博物館]	bo2wu4guan3
补充[補充]	bu3chong1
不安[不安]	bu4an1
不得了[不得了]	bu4de2liao3
不断[不斷]	bu4duan4
不见得[不見得]	bu4jian4de5
不耐烦[不耐煩]	bu4nai4fan2
不然[不然]	bu4ran2
不如[不如]	bu4ru2
不要紧[不要緊]	bu4yao4jin3
不足[不足]	bu4zu2
布[布]	bu4
步骤[步驟]	bu4zhou4
部门[部門]	bu4men2
财产[財產]	cai2chan3
采访[採訪]	cai3fang3
采取[採取]	cai3qu3
彩虹[彩虹]	cai3hong2
踩[踩]	cai3
参考[參考]	can1kao3
参与[參與]	can1yu4
惭愧[慚愧]	can2kui4
操场[操場]	cao1chang3
操心[操心]	cao1xin1
册[冊]	ce4
测验[測驗]	ce4yan4
曾经[曾經]	ceng2jing1
叉子[叉子]	cha1zi5
差距[差距]	cha1ju4
插[插]	cha1
拆[拆]	chai1
产品[產品]	chan3pin3
产生[產生]	chan3sheng1
长途[長途]	chang2tu2
常识[常識]	chang2shi2
抄[抄]	chao1
超级[超級]	chao1ji2
朝[朝]	chao2
潮湿[潮濕]	chao2shi1
吵[吵]	chao3
吵架[吵架]	chao3jia4
炒[炒]	chao3
车库[車庫]	che1ku4
车厢[車廂]	che1xiang1
彻底[徹底]	che4di3
沉默[沉默]	chen2mo4
趁[趁]	chen4
称[稱]	cheng1
称呼[稱呼]	cheng1hu5
称赞[稱贊]	cheng1zan4
成分[成分]	cheng2fen4
成果[成果]	cheng2guo3
成就[成就]	cheng2jiu4
成立[成立]	cheng2li4
成人[成人]	cheng2ren2
成熟[成熟]	cheng2shu2
成语[成語]	cheng2yu3
成长[成長]	cheng2zhang3
诚恳[誠懇]	cheng2ken3
承担[承擔]	cheng2dan1
承认[承認]	cheng2ren4
承受[承受]	cheng2shou4
程度[程度]	cheng2du4
程序[程序]	cheng2xu4
吃亏[吃虧]	chi1kui1
池塘[池塘]	chi2tang2
迟早[遲早]	chi2zao3
持续[持續]	chi2xu4
尺子[尺子]	chi3zi5
翅膀[翅膀]	chi4bang3
冲[沖]	chong1
充电器[充電器]	chong1dian4qi4
充分[充分]	chong1fen4
充满[充滿]	chong1man3
重复[重複]	chong2fu4
宠物[寵物]	chong3wu4
抽屉[抽屜]	chou1ti5
抽象[抽象]	chou1xiang4
丑[醜]	chou3
臭[臭]	chou4
出版[出版]	chu1ban3
出口[出口]	chu1kou3
出色[出色]	chu1se4
出示[出示]	chu1shi4
出席[出席]	chu1xi2
初级[初級]	chu1ji2
除非[除非]	chu2fei1
除夕[除夕]	chu2xi1
处理[處理]	chu3li3
传播[傳播]	chuan2bo1
传染[傳染]	chuan2ran3
传说[傳說]	chuan2shuo1
传统[傳統]	chuan2tong3
窗帘[窗簾]	chuang1lian2
闯[闖]	chuang3
创造[創造]	chuang4zao4
吹[吹]	chui1
词汇[詞匯]	ci2hui4
辞职[辭職]	ci2zhi2
此外[此外]	ci3wai4
次要[次要]	ci4yao4
刺激[刺激]	ci4ji1
匆忙[匆忙]	cong1mang2
从此[從此]	cong2ci3
从而[從而]	cong2er2
从前[從前]	cong2qian2
从事[從事]	cong2shi4
粗糙[粗糙]	cu1cao1
促进[促進]	cu4jin4
促使[促使]	cu4shi3
醋[醋]	cu4
催[催]	cui1
存在[存在]	cun2zai4
措施[措施]	cuo4shi1
答应[答應]	da1ying5
达到[達到]	da2dao4
打工[打工]	da3gong1
打交道[打交道]	da3jiao1dao5
打喷嚏[打噴嚏]	da3pen1ti4
打听[打聽]	da3ting5
大方[大方]	da4fang5
大厦[大廈]	da4sha4
大象[大象]	da4xiang4
大型[大型]	da4xing2
呆[呆]	dai1
代表[代表]	dai4biao3
代替[代替]	dai4ti4
贷款[貸款]	dai4kuan3
待遇[待遇]	dai4yu4
担任[擔任]	dan1ren4
单纯[單純]	dan1chun2
单调[單調]	dan1diao4
单独[單獨]	dan1du2
单位[單位]	dan1wei4
单元[單元]	dan1yuan2
耽误[耽誤]	dan1wu5
胆小鬼[膽小鬼]	dan3xiao3gui3
淡[淡]	dan4
当地[當地]	dang1di4
当心[當心]	dang1xin1
挡[擋]	dang3
导演[導演]	dao3yan3
导致[導致]	dao3zhi4
岛屿[島嶼]	dao3yu3
倒霉[倒霉]	dao3mei2
到达[到達]	dao4da2
道德[道德]	dao4de2
道理[道理]	dao4li5
登记[登記]	deng1ji4
等待[等待]	deng3dai4
等于[等於]	deng3yu2
滴[滴]	di1
的确[的確]	di2que4
敌人[敵人]	di2ren2
地道[地道]	di4dao4
地理[地理]	di4li3
地区[地區]	di4qu1
地毯[地毯]	di4tan3
地位[地位]	di4wei4
地震[地震]	di4zhen4
递[遞]	di4
点心[點心]	dian3xin5
电池[電池]	dian4chi2
电台[電臺]	dian4tai2
钓[釣]	diao4
顶[頂]	ding3
动画片[動畫片]	dong4hua4pian4
冻[凍]	dong4
洞[洞]	dong4
豆腐[豆腐]	dou4fu5
逗[逗]	dou4
独立[獨立]	du2li4
独特[獨特]	du2te4
度过[度過]	du4guo4
断[斷]	duan4
堆[堆]	dui1
对比[對比]	dui4bi3
对待[對待]	dui4dai4
对方[對方]	dui4fang1
对手[對手]	dui4shou3
对象[對象]	dui4xiang4
兑换[兌換]	dui4huan4
吨[噸]	dun1
蹲[蹲]	dun1
顿[頓]	dun4
多亏[多虧]	duo1kui1
多余[多餘]	duo1yu2
朵[朵]	duo3
躲藏[躲藏]	duo3cang2
恶劣[惡劣]	e4lie4
耳环[耳環]	er3huan2
发表[發表]	fa1biao3
发愁[發愁]	fa1chou2
发达[發達]	fa1da2
发抖[發抖]	fa1dou3
发挥[發揮]	fa1hui1
发明[發明]	fa1ming2
发票[發票]	fa1piao4
发言[發言]	fa1yan2
罚款[罰款]	fa2kuan3
法院[法院]	fa3yuan4
翻[翻]	fan1
繁荣[繁榮]	fan2rong2
反而[反而]	fan3er2
反复[反復]	fan3fu4
反应[反應]	fan3ying4
反映[反映]	fan3ying4
反正[反正]	fan3zheng5
范围[範圍]	fan4wei2
方[方]	fang1
方案[方案]	fang1an4
方式[方式]	fang1shi4
妨碍[妨礙]	fang2ai4
仿佛[仿佛]	fang3fu2
非[非]	fei1
肥皂[肥皂]	fei2zao4
废话[廢話]	fei4hua4
分别[分別]	fen1bie2
分布[分布]	fen1bu4
分配[分配]	fen1pei4
分手[分手]	fen1shou3
分析[分析]	fen1xi1
纷纷[紛紛]	fen1fen1
奋斗[奮鬥]	fen4dou4
风格[風格]	feng1ge2
风景[風景]	feng1jing3
风俗[風俗]	feng1su2
风险[風險]	feng1xian3
疯狂[瘋狂]	feng1kuang2
讽刺[諷刺]	feng3ci4
否定[否定]	fou3ding4
否认[否認]	fou3ren4
扶[扶]	fu2
服装[服裝]	fu2zhuang1
幅[幅]	fu2
辅导[輔導]	fu3dao3
妇女[婦女]	fu4nv3
复制[複製]	fu4zhi4
改革[改革]	gai3ge2
改进[改進]	gai3jin4
改善[改善]	gai3shan4
改正[改正]	gai3zheng4
盖[蓋]	gai4
概括[概括]	gai4kuo4
概念[概念]	gai4nian4
干脆[乾脆]	gan1cui4
干燥[乾燥]	gan1zao4
赶紧[趕緊]	gan3jin3
赶快[趕快]	gan3kuai4
感激[感激]	gan3ji1
感受[感受]	gan3shou4
感想[感想]	gan3xiang3
干活儿[幹活兒]	gan4huo2r5	work; work on a job
钢铁[鋼鐵]	gang1tie3
高档[高檔]	gao1dang4
高级[高級]	gao1ji2
搞[搞]	gao3
告别[告別]	gao4bie2
格外[格外]	ge2wai4
隔壁[隔壁]	ge2bi4
个别[個別]	ge4bie2
个人[個人]	ge4ren2
个性[個性]	ge4xing4
各自[各自]	ge4zi4
根[根]	gen1
根本[根本]	gen1ben3
工厂[工廠]	gong1chang3
工程师[工程師]	gong1cheng2shi1
工具[工具]	gong1ju4
工人[工人]	gong1ren2
工业[工業]	gong1ye4
公布[公布]	gong1bu4
公开[公開]	gong1kai1
公平[公平]	gong1ping2
公寓[公寓]	gong1yu4
公元[公元]	gong1yuan2
公主[公主]	gong1zhu3
功能[功能]	gong1neng2
恭喜[恭喜]	gong1xi3
贡献[貢獻]	gong4xian4
沟通[溝通]	gou1tong1
构成[構成]	gou4cheng2
姑姑[姑姑]	gu1gu5
姑娘[姑娘]	gu1niang5
古代[古代]	gu3dai4
古典[古典]	gu3dian3
股票[股票]	gu3piao4
骨头[骨頭]	gu3tou5
鼓舞[鼓舞]	gu3wu3
鼓掌[鼓掌]	gu3zhang3
固定[固定]	gu4ding4
挂号[掛號]	gua4hao4
乖[乖]	guai1
拐弯[拐彎]	guai3wan1
怪不得[怪不得]	guai4bu5de5
关闭[關閉]	guan1bi4
观察[觀察]	guan1cha2
观点[觀點]	guan1dian3
观念[觀念]	guan1nian4
官[官]	guan1
管子[管子]	guan3zi5
冠军[冠軍]	guan4jun1
光滑[光滑]	guang1hua2
光临[光臨]	guang1lin2
光明[光明]	guang1ming2
光盘[光盤]	guang1pan2
广场[廣場]	guang3chang3
广大[廣大]	guang3da4
广泛[廣泛]	guang3fan4
归纳[歸納]	gui1na4
规矩[規矩]	gui1ju5
规律[規律]	gui1lv4
规模[規模]	gui1mo2
规则[規則]	gui1ze2
柜台[櫃檯]	gui4tai2
滚[滾]	gun3
锅[鍋]	guo1
国庆节[國慶節]	Guo2qing4jie2
国王[國王]	guo2wang2
果然[果然]	guo3ran2
果实[果實]	guo3shi2
过分[過分]	guo4fen4
过敏[過敏]	guo4min3
过期[過期]	guo4qi1
哈[哈]	ha1
海关[海關]	hai3guan1
海鲜[海鮮]	hai3xian1
喊[喊]	han3
行业[行業]	hang2ye4
豪华[豪華]	hao2hua2
好客[好客]	hao4ke4
好奇[好奇]	hao4qi2
合法[合法]	he2fa3
合理[合理]	he2li3
合同[合同]	he2tong5
合影[合影]	he2ying3
合作[合作]	he2zuo4
何必[何必]	he2bi4
何况[何況]	he2kuang4
和平[和平]	he2ping2
核心[核心]	he2xin1
恨[恨]	hen4
猴子[猴子]	hou2zi5
后背[後背]	hou4bei4
后果[後果]	hou4guo3
呼吸[呼吸]	hu1xi1
忽然[忽然]	hu1ran2
忽视[忽視]	hu1shi4
胡说[胡說]	hu2shuo1
胡同[衚衕]	hu2tong4
壶[壺]	hu2
蝴蝶[蝴蝶]	hu2die2
糊涂[糊塗]	hu2tu5
花生[花生]	hua1sheng1
划[劃]	hua4
华裔[華裔]	Hua2yi4
滑[滑]	hua2
化学[化學]	hua4xue2
话题[話題]	hua4ti2
怀念[懷念]	huai2nian4
怀孕[懷孕]	huai2yun4
缓解[緩解]	huan3jie3
幻想[幻想]	huan4xiang3
慌张[慌張]	huang1zhang1
黄金[黃金]	huang2jin1
灰[灰]	hui1
灰尘[灰塵]	hui1chen2
灰心[灰心]	hui1xin1
挥[揮]	hui1
恢复[恢復]	hui1fu4
汇率[匯率]	hui4lv4
婚礼[婚禮]	hun1li3
婚姻[婚姻]	hun1yin1
活跃[活躍]	huo2yue4
火柴[火柴]	huo3chai2
伙伴[伙伴]	huo3ban4
或许[或許]	huo4xu3
机器[機器]	ji1qi4
肌肉[肌肉]	ji1rou4
基本[基本]	ji1ben3
激烈[激烈]	ji1lie4
及格[及格]	ji2ge2
极其[極其]	ji2qi2
急忙[急忙]	ji2mang2
急诊[急診]	ji2zhen3
集合[集合]	ji2he2
集体[集體]	ji2ti3
集中[集中]	ji2zhong1
计算[計算]	ji4suan4
记录[記錄]	ji4lu4
记忆[記憶]	ji4yi4
纪录[紀錄]	ji4lu4
纪律[紀律]	ji4lv4
纪念[紀念]	ji4nian4
系领带[繫領帶]	ji4ling3dai4
寂寞[寂寞]	ji4mo4
夹子[夾子]	jia1zi5
家庭[家庭]	jia1ting2
家务[家務]	jia1wu4
家乡[家鄉]	jia1xiang1
嘉宾[嘉賓]	jia1bin1
甲[甲]	jia3
假如[假如]	jia3ru2
假设[假設]	jia3she4
假装[假裝]	jia3zhuang1
价值[價值]	jia4zhi2
驾驶[駕駛]	jia4shi3
嫁[嫁]	jia4
坚决[堅決]	jian1jue2
坚强[堅強]	jian1qiang2
肩膀[肩膀]	jian1bang3
艰巨[艱巨]	jian1ju4
艰苦[艱苦]	jian1ku3
兼职[兼職]	jian1zhi2
捡[撿]	jian3
剪刀[剪刀]	jian3dao1
简历[簡歷]	jian3li4
简直[簡直]	jian3zhi2
建立[建立]	jian4li4
建设[建設]	jian4she4
建筑[建築]	jian4zhu4
健身[健身]	jian4shen1
键盘[鍵盤]	jian4pan2
讲究[講究]	jiang3jiu5
讲座[講座]	jiang3zuo4
酱油[醬油]	jiang4you2
交换[交換]	jiao1huan4
交际[交際]	jiao1ji4
交往[交往]	jiao1wang3
浇[澆]	jiao1
胶水[膠水]	jiao1shui3
角度[角度]	jiao3du4
狡猾[狡猾]	jiao3hua2
教材[教材]	jiao4cai2
教练[教練]	jiao4lian4
教训[教訓]	jiao4xun5
阶段[階段]	jie1duan4
结实[結實]	jie1shi5
接触[接觸]	jie1chu4
接待[接待]	jie1dai4
接近[接近]	jie1jin4
节省[節省]	jie2sheng3
结构[結構]	jie2gou4
结合[結合]	jie2he2
结论[結論]	jie2lun4
结账[結賬]	jie2zhang4
戒[戒]	jie4
戒指[戒指]	jie4zhi5
届[屆]	jie4
借口[借口]	jie4kou3
金属[金屬]	jin1shu3
尽快[儘快]	jin3kuai4
尽量[盡量]	jin3liang4
紧急[緊急]	jin3ji2
谨慎[謹慎]	jin3shen4
尽力[盡力]	jin4li4
进步[進步]	jin4bu4
进口[進口]	jin4kou3
近代[近代]	jin4dai4
经典[經典]	jing1dian3
经商[經商]	jing1shang1
经营[經營]	jing1ying2
精力[精力]	jing1li4
精神[精神]	jing1shen2
酒吧[酒吧]	jiu3ba1
救[救]	jiu4
救护车[救護車]	jiu4hu4che1
舅舅[舅舅]	jiu4jiu5
居然[居然]	ju1ran2
桔子	ju2zi5	tangerine
巨大[巨大]	ju4da4
具备[具備]	ju4bei4
具体[具體]	ju4ti3
俱乐部[俱樂部]	ju4le4bu4
据说[據說]	ju4shuo1
捐[捐]	juan1
决赛[決賽]	jue2sai4
决心[決心]	jue2xin1
角色[角色]	jue2se4
绝对[絕對]	jue2dui4
军事[軍事]	jun1shi4
均匀[均勻]	jun1yun2
卡车[卡車]	ka3che1
开发[開發]	kai1fa1
开放[開放]	kai1fang4
开幕式[開幕式]	kai1mu4shi4
开水[開水]	kai1shui3
砍[砍]	kan3
看不起[看不起]	kan4bu5qi3
看望[看望]	kan4wang4
靠[靠]	kao4
颗[顆]	ke1
可见[可見]	ke3jian4
可靠[可靠]	ke3kao4
可怕[可怕]	ke3pa4
克[克]	ke4
克服[克服]	ke4fu2
刻苦[刻苦]	ke4ku3
客观[客觀]	ke4guan1
课程[課程]	ke4cheng2
空间[空間]	kong1jian1
空闲[空閑]	kong4xian2
控制[控制]	kong4zhi4
口味[口味]	kou3wei4
夸[誇]	kua1
夸张[誇張]	kua1zhang1
会计[會計]	kuai4ji4
宽[寬]	kuan1
昆虫[昆蟲]	kun1chong2
扩大[擴大]	kuo4da4
辣椒[辣椒]	la4jiao1
拦[攔]	lan2
烂[爛]	lan4
朗读[朗讀]	lang3du2
劳动[勞動]	lao2dong4
劳驾[勞駕]	lao2jia4
老百姓[老百姓]	lao3bai3xing4
老板[老闆]	lao3ban3
老婆[老婆]	lao3po5
老实[老實]	lao3shi5
老鼠[老鼠]	lao3shu3
姥姥[姥姥]	lao3lao5
乐观[樂觀]	le4guan1
雷[雷]	lei2
类型[類型]	lei4xing2
冷淡[冷淡]	leng3dan4
厘米[釐米]	li2mi3
离婚[離婚]	li2hun1
梨[梨]	li2
理论[理論]	li3lun4
理由[理由]	li3you2
力量[力量]	li4liang5
立即[立即]	li4ji2
立刻[立刻]	li4ke4
利润[利潤]	li4run4
利息[利息]	li4xi1
利益[利益]	li4yi4
利用[利用]	li4yong4
连忙[連忙]	lian2mang2
连续[連續]	lian2xu4
联合[聯合]	lian2he2
恋爱[戀愛]	lian4ai4
良好[良好]	liang2hao3
粮食[糧食]	liang2shi5
亮[亮]	liang4
了不起[了不起]	liao3bu5qi3
列车[列車]	lie4che1
临时[臨時]	lin2shi2
灵活[靈活]	ling2huo2
铃[鈴]	ling2
零件[零件]	ling2jian4
零食[零食]	ling2shi2
领导[領導]	ling3dao3
领域[領域]	ling3yu4
浏览[瀏覽]	liu2lan3
流传[流傳]	liu2chuan2
流泪[流淚]	liu2lei4
龙[龍]	long2
漏[漏]	lou4
陆地[陸地]	lu4di4
陆续[陸續]	lu4xu4
录取[錄取]	lu4qu3
录音[錄音]	lu4yin1
轮流[輪流]	lun2liu2
论文[論文]	lun4wen2
逻辑[邏輯]	luo2ji5
落后[落後]	luo4hou4
骂[罵]	ma4
麦克风[麥克風]	mai4ke4feng1
馒头[饅頭]	man2tou5
满足[滿足]	man3zu2
毛病[毛病]	mao2bing4
矛盾[矛盾]	mao2dun4
冒险[冒險]	mao4xian3
贸易[貿易]	mao4yi4
眉毛[眉毛]	mei2mao5
媒体[媒體]	mei2ti3
煤炭[煤炭]	mei2tan4
美术[美術]	mei3shu4
魅力[魅力]	mei4li4
梦想[夢想]	meng4xiang3
秘密[秘密]	mi4mi4
秘书[秘書]	mi4shu5
密切[密切]	mi4qie4
蜜蜂[蜜蜂]	mi4feng1
面对[面對]	mian4dui4
面积[面積]	mian4ji1
面临[面臨]	mian4lin2
苗条[苗條]	miao2tiao5
描写[描寫]	miao2xie3
敏感[敏感]	min3gan3
名牌[名牌]	ming2pai2
名片[名片]	ming2pian4
名胜古迹[名勝古跡]	ming2sheng4gu3ji4
明确[明確]	ming2que4
明显[明顯]	ming2xian3
明星[明星]	ming2xing1
命令[命令]	ming4ling4
命运[命運]	ming4yun4
摸[摸]	mo1
模仿[模仿]	mo2fang3
模糊[模糊]	mo2hu5
模特	mo2te4	model
摩托车[摩託車]	mo2tuo1che1
陌生[陌生]	mo4sheng1
某[某]	mou3
木头[木頭]	mu4tou5
目标[目標]	mu4biao1
目录[目錄]	mu4lu4
目前[目前]	mu4qian2
哪怕[哪怕]	na3pa4
难怪[難怪]	nan2guai4
难免[難免]	nan2mian3
脑袋[腦袋]	nao3dai5
内部[內部]	nei4bu4
内科[內科]	nei4ke1
嫩[嫩]	nen4
能干[能幹]	neng2gan4
能源[能源]	neng2yuan2
嗯[嗯]	ng3
年代[年代]	nian2dai4
年纪[年紀]	nian2ji4
念[念]	nian4
宁可[寧可]	ning4ke3
牛仔裤[牛仔褲]	niu2zai3ku4
农村[農村]	nong2cun1
农民[農民]	nong2min2
农业[農業]	nong2ye4
浓[濃]	nong2
女士[女士]	nv3shi4
欧洲[歐洲]	ou1zhou1
偶然[偶然]	ou3ran2
拍[拍]	pai1
派[派]	pai4
盼望[盼望]	pan4wang4
培训[培訓]	pei2xun4
培养[培養]	pei2yang3
赔偿[賠償]	pei2chang2
佩服[佩服]	pei4fu5
配合[配合]	pei4he2
盆[盆]	pen2
碰[碰]	peng4
批[批]	pi1
批准[批准]	pi1zhun3
披[披]	pi1
疲劳[疲勞]	pi2lao2
匹[匹]	pi3
片[片]	pian4
片面[片面]	pian4mian4
飘[飄]	piao1
拼音[拼音]	pin1yin1
频道[頻道]	pin2dao4
平[平]	ping2
平安[平安]	ping2an1
平常[平常]	ping2chang2
平等[平等]	ping2deng3
平方[平方]	ping2fang1
平衡[平衡]	ping2heng2
平静[平靜]	ping2jing4
平均[平均]	ping2jun1
评价[評價]	ping2jia4
凭[憑]	ping2
迫切[迫切]	po4qie4
破产[破產]	po4chan3
破坏[破壞]	po4huai4
期待[期待]	qi1dai4
期间[期間]	qi1jian1
其余[其餘]	qi2yu2
奇迹[奇跡]	qi2ji4
企业[企業]	qi3ye4
启发[啟發]	qi3fa1
气氛[氣氛]	qi4fen1
汽油[汽油]	qi4you2
谦虚[謙虛]	qian1xu1
签[簽]	qian1
前途[前途]	qian2tu2
浅[淺]	qian3
欠[欠]	qian4
枪[槍]	qiang1
强调[強調]	qiang2diao4
强烈[強烈]	qiang2lie4
墙[墻]	qiang2
抢[搶]	qiang3
悄悄[悄悄]	qiao1qiao1
瞧[瞧]	qiao2
巧妙[巧妙]	qiao3miao4
切[切]	qie1
亲爱[親愛]	qin1ai4
亲切[親切]	qin1qie4
亲自[親自]	qin1zi4
勤奋[勤奮]	qin2fen4
青[青]	qing1
青春[青春]	qing1chun1
青少年[青少年]	qing1shao4nian2
轻视[輕視]	qing1shi4
轻易[輕易]	qing1yi4
清淡[清淡]	qing1dan4
情景[情景]	qing2jing3
情绪[情緒]	qing2xu4
